item_link,item_link-href,item_name,item_image-src,item_total_price,item_recipe_price,item_stats,item_builds_from,item_builds_into,item_maps
"Poacher's Knife - Warrior
					
						 2250 / 63","http://www.mobafire.com/league-of-legends/item/poachers-knife-warrior-262","Poacher's Knife - Warrior","","2250","63","10 Armor Penetration, 45 Attack Damage, 10% Cooldown Reduction. UNIQUE Passive: Scavenging Smite: When you Smite and kill a large monster in the enemy jungle, the cooldown of Smite is halved, you gain +20 bonus gold, and you gain 175% increased Movement Speed decaying over 2 seconds.



UNIQUE Passive: Jungler: Deal 45 magic damage on hit to monsters over 2 seconds and gain 10 health and 5 mana per second while in combat with monsters. Additionally, you gain 30 gold for every large monster kill.","[]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""},{""item_maps"":""Removed""}]"
"Mercury's Treads - Distortion
					
						 1550 / 450","http://www.mobafire.com/league-of-legends/item/mercurys-treads-distortion-216","Mercury's Treads - Distortion","http://www.mobafire.com/images/item/mercurys-treads-distortion.gif","1550","450","25 Magic Resistance. UNIQUE Passive: Enhanced Movement: +45 Movement Speed.



UNIQUE Passive: Tenacity: Reduces the duration of stuns, slows, taunts, fears, silences, blinds, and immobilizes by 30%.



UNIQUE Passive: Distortion: Teleport, Flash, and Ghost summoner spell cooldowns are reduced by 15% and are granted additional mobility:



Ghost: Grants 40% Movement Speed from 27%.

Flash: 20% Movement Speed bonus for 1 second after cast.

Teleport: 30% Movement Speed bonus for 3 seconds after use.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/mercurys-treads.gif""}]","[]","[{""item_maps"":""Removed""}]"
"Boots of Swiftness
					
						 900 / 600","http://www.mobafire.com/league-of-legends/item/boots-of-swiftness-38","Boots of Swiftness","http://www.mobafire.com/images/item/boots-of-swiftness.gif","900","600","UNIQUE Passive: Enhanced Movement: +55 Movement Speed.



UNIQUE Passive: Slow Resist: Movement slowing effects are reduced by 25%.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/boots-of-speed.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""},{""item_maps"":""Howling Abyss""}]"
"Ionian Boots of Lucidity - Distortion
					
						 1350 / 450","http://www.mobafire.com/league-of-legends/item/ionian-boots-of-lucidity-distortion-226","Ionian Boots of Lucidity - Distortion","http://www.mobafire.com/images/item/ionian-boots-of-lucidity-distortion.gif","1350","450","UNIQUE Passive: Enhanced Movement: +45 Movement Speed.



UNIQUE Passive: +10% Cooldown Reduction.



UNIQUE Passive: Trucidity: Reduces the cooldowns of Summoner Spells by 10%.



UNIQUE Passive: Distortion: Teleport, Flash, and Ghost summoner spell cooldowns are reduced by 15% and are granted additional mobility:



Ghost: Grants 40% Movement Speed from 27%.

Flash: 20% Movement Speed bonus for 1 second after cast.

Teleport: 30% Movement Speed bonus for 3 seconds after use.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/ionian-boots-of-lucidity.gif""}]","[]","[{""item_maps"":""Removed""}]"
"Crystalline Flask
					
						 345 / 345","http://www.mobafire.com/league-of-legends/item/crystalline-flask-149","Crystalline Flask","","345","345","Active: Consumes a charge to restore 120 health and 60 mana over 12 seconds. UNIQUE Passive: Starts with 3 charges and refills each time you stop by your shop.","[]","[]","[{""item_maps"":""Removed""}]"
"Warden's Mail
					
						 1000 / 400","http://www.mobafire.com/league-of-legends/item/wardens-mail-64","Warden's Mail","http://www.mobafire.com/images/item/wardens-mail.gif","1000","400","40 Armor. UNIQUE Passive: Cold Steel: If you are hit by a basic attack, you slow the attacker's Attack Speed by 15% for 1 second.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/cloth-armor.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/cloth-armor.gif""}]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/frozen-heart.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/randuins-omen.gif""}]","[]"
"Stalker's Blade - Bloodrazor
					
						 2625 / 625","http://www.mobafire.com/league-of-legends/item/stalkers-blade-bloodrazor-328","Stalker's Blade - Bloodrazor","http://www.mobafire.com/images/item/stalkers-blade-bloodrazor.gif","2625","625","50% Attack Speed. Passive: Grants 10% Lifesteal vs monsters.



Passive: 150% Mana Regeneration while in the jungle. UNIQUE Passive: Basic attacks deal 4% of the target's maximum Health as bonus physical damage (maximum 75 damage vs minions and monsters).



UNIQUE Passive: Tooth / Nail: Basic attacks deal 20 bonus damage vs. monsters. Damaging a monster steals 30 Health over 5 seconds. Killing a large monster grants +30 bonus experience.



UNIQUE Passive: Chilling Smite: Smite can be cast on enemy champions, dealing 28-164 true damage and stealing 20% of the target's movement speed for 2 seconds.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/recurve-bow.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/stalkers-blade.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""}]"
"Poro-Snax
					
						 0 / 0","http://www.mobafire.com/league-of-legends/item/poro-snax-233","Poro-Snax","","0","0","Click: Serves a scrumptious scoop to a nearby Poro.","[]","[]","[{""item_maps"":""Howling Abyss""}]"
"Relic Shield
					
						 350 / 350","http://www.mobafire.com/league-of-legends/item/relic-shield-186","Relic Shield","","350","350","2 Gold Generation, 75 Health. UNIQUE Passive: Spoils of War: Melee basic attacks execute minions below 195 (+5 per level) Health. Killing a minion heals you and the nearest allied champion for 20 Health and grants them kill gold. Allies who benefit from Spoils of War also gain +1 to their minions killed score. These effects require a nearby allied champion. Recharges every 40 seconds. Max 2 charges.","[]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/targons-brace.gif""}]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""},{""item_maps"":""Howling Abyss""}]"
"Doran's Blade
					
						 450 / 450","http://www.mobafire.com/league-of-legends/item/dorans-blade-24","Doran's Blade","","450","450","8 Attack Damage, 80 Health, 3% Life Steal.","[]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""}]"
"Maw of Malmortius
					
						 3250 / 850","http://www.mobafire.com/league-of-legends/item/maw-of-malmortius-136","Maw of Malmortius","http://www.mobafire.com/images/item/maw-of-malmortius.gif","3250","850","10 Armor Penetration, 55 Attack Damage, 40 Magic Resistance. UNIQUE Passive: Lifeline: If you would take magic damage that would leave you at less than 30% of your maximum Health, you first gain a shield which absorbs 300 (+1 per bonus magic resistance) magic damage for 5 seconds. 90 second cooldown.



UNIQUE Passive: Lifegrip: When Lifeline triggers, you gain 10% spell vamp and 10% lifesteal until you leave combat.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/hexdrinker.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/serrated-dirk.gif""}]","[]","[]"
"Skirmisher's Sabre - Runic Echoes
					
						 2625 / 340","http://www.mobafire.com/league-of-legends/item/skirmishers-sabre-runic-echoes-320","Skirmisher's Sabre - Runic Echoes","http://www.mobafire.com/images/item/skirmishers-sabre-runic-echoes.gif","2625","340","60 Ability Power, 7% Movement Speed. UNIQUE Passive: Echo - Gain charges upon moving or casting. At full charges, the next spell hit expends all charges to deal 60 (+0.10 ability power) magic damage to up to 4 targets. This effect deals 250% damage to Large Monsters. Hitting a Large Monster with this effect will restore 18% of your missing mana.



UNIQUE Passive: Tooth / Nail: Basic attacks deal 20 bonus damage vs. monsters. Damaging a monster steals 30 Health over 5 seconds. Killing a large monster grants +30 bonus experience.



UNIQUE Passive: Challenging Smite: Smite can be cast on enemy champions, marking them for 4 seconds. While marked, you deal 60-162 (based on level) true damage over 3 seconds, have vision of them, and reduce their damage to you by 20%.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/amplifying-tome.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/aether-wisp.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/skirmishers-sabre.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""}]"
"Aegis of the Legion
					
						 1500 / 400","http://www.mobafire.com/league-of-legends/item/aegis-of-the-legion-77","Aegis of the Legion","http://www.mobafire.com/images/item/aegis-of-the-legion.gif","1500","400","200 Health, 100% Base Health Regeneration, 20 Magic Resistance. UNIQUE Aura: Legion: Nearby allies gain +10 Magic Resistance.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/null-magic-mantle.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/crystalline-bracer.gif""}]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/locket-of-the-iron-solari.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/banner-of-command.gif""}]","[]"
"Blade of the Ruined King
					
						 3400 / 900","http://www.mobafire.com/league-of-legends/item/blade-of-the-ruined-king-145","Blade of the Ruined King","http://www.mobafire.com/images/item/blade-of-the-ruined-king.gif","3400","900","25 Attack Damage, 40% Attack Speed, 10% Life Steal. UNIQUE Passive: Deals 6% of the target's current Health in bonus physical damage (max 60 damage vs. monsters and minions) on hit. UNIQUE Active: Deals 10% of target champion's maximum Health as physical damage (min. 100), heals for the same amount, and steals 25% of the target's Movement Speed for 3 seconds (90 second cooldown).","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/recurve-bow.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/bilgewater-cutlass.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""},{""item_maps"":""Howling Abyss""}]"
"Sorcerer's Shoes - Homeguard
					
						 1550 / 450","http://www.mobafire.com/league-of-legends/item/sorcerers-shoes-homeguard-203","Sorcerer's Shoes - Homeguard","http://www.mobafire.com/images/item/sorcerers-shoes-homeguard.gif","1550","450","15 Magic Penetration. UNIQUE Passive: Enhanced Movement: +45 Movement Speed.



UNIQUE Passive: Homeguard: Visiting the shop vastly increases Health and Mana Regeneration and grants 200% bonus Movement Speed that decays over 8 seconds. Bonus movement speed and regeneration are disabled for 6 seconds upon dealing or taking damage.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/sorcerers-shoes.gif""}]","[]","[{""item_maps"":""Removed""}]"
"Prospector's Ring
					
						 950 / 950","http://www.mobafire.com/league-of-legends/item/prospectors-ring-126","Prospector's Ring","","950","950","30 Ability Power. Passive: 7 Mana Regeneration. UNIQUE Passive: +200 health (does not stack with other Prospector items).","[]","[]","[{""item_maps"":""Removed""}]"
"Ichor of Rage
					
						 500 / 0","http://www.mobafire.com/league-of-legends/item/ichor-of-rage-146","Ichor of Rage","","500","0","Click: Grants 20-42 Attack Damage based on champion level, 20-42% Attack Speed based on champion level, and 15% increased damage to Turrets for 3 minutes.","[]","[]","[{""item_maps"":""Removed""}]"
"The Bloodthirster
					
						 3700 / 1150","http://www.mobafire.com/league-of-legends/item/the-bloodthirster-60","The Bloodthirster","http://www.mobafire.com/images/item/the-bloodthirster.gif","3700","1150","75 Attack Damage. UNIQUE Passive: Lifesteal can now overheal, granting a bloody shield that absorbs 50-350 damage (based on champion level). This shield decays when out of combat for 25 seconds.



UNIQUE Passive: +20% Lifesteal.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/b-f-sword.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/vampiric-scepter.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Howling Abyss""}]"
"Ichor of Illumination
					
						 500 / 0","http://www.mobafire.com/league-of-legends/item/ichor-of-illumination-147","Ichor of Illumination","","500","0","Click: Grants 30-64 Ability Power based on champion level, 10% Cooldown Reduction, and a huge boost to mana and energy regeneration for 3 minutes.","[]","[]","[{""item_maps"":""Removed""}]"
"Locket of the Iron Solari
					
						 2500 / 200","http://www.mobafire.com/league-of-legends/item/locket-of-the-iron-solari-135","Locket of the Iron Solari","http://www.mobafire.com/images/item/locket-of-the-iron-solari.gif","2500","200","10% Cooldown Reduction, 400 Health, 100% Base Health Regeneration, 20 Magic Resistance. UNIQUE Aura: Legion: Nearby allies gain +15 Magic Resistance. UNIQUE Active: Shield yourself and nearby allied champions for 2 seconds, absorbing up to 75 (+15 per level) damage. Active's shield amount is calculated using the recipient champion's level if the recipient is a higher level than the item owner. 60 second cooldown.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/aegis-of-the-legion.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/kindlegem.gif""}]","[]","[]"
"Chalice of Harmony
					
						 900 / 40","http://www.mobafire.com/league-of-legends/item/chalice-of-harmony-45","Chalice of Harmony","http://www.mobafire.com/images/item/chalice-of-harmony.gif","900","40","25 Magic Resistance, 50% Base Mana Regeneration. UNIQUE Passive: HARMONY: Grants 100% base health regen per 5 seconds if your current health percentage is lower than your current mana percentage. Grants 100% base mana regen per 5 seconds if your current mana percentage is lower than your current health percentage.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/faerie-charm.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/faerie-charm.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/null-magic-mantle.gif""}]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/athenes-unholy-grail.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/mikaels-crucible.gif""}]","[]"
"Dagger
					
						 300 / 300","http://www.mobafire.com/league-of-legends/item/dagger-18","Dagger","","300","300","12% Attack Speed.","[]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/recurve-bow.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/berserkers-greaves.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/phantom-dancer.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/zeal.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/wits-end.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/stinger.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/kircheis-shard.gif""}]","[]"
